"BOROUGH","NEIGHBORHOOD","BUILDING CLASS CATEGORY","TAX CLASS AS OF FINAL ROLL","BLOCK","LOT","EASE-MENT","BUILDING CLASS AS OF FINAL ROLL","ADDRESS","APARTMENT NUMBER","ZIP CODE","RESIDENTIAL UNITS","COMMERCIAL UNITS","TOTAL UNITS","LAND SQUARE FEET","GROSS SQUARE FEET","YEAR BUILT","TAX CLASS AT TIME OF SALE","BUILDING CLASS AT TIME OF SALE","SALE PRICE","SALE DATE","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract 2020","Neighborhood Tabulation Area (NTA) (2020)"
"1","MIDTOWN WEST","13  CONDOS - ELEVATOR APARTMENTS","2","1044","1219",,"R4","301 WEST 53RD   STREET","22C","10019","1","0","1","0","0","1979","2","R4","$1,661,128","01/04/2016","40.764357","-73.985156","104","3","1025400","1010447501","133","MN0402"
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH STREET",,"10019","0","2","2","7,532","112,850","2007","4","H3","$0","01/04/2016","40.764455","-73.977532","105","4","1089420","1010090037","137","MN0502"
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$0","01/04/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1027","1703",,"RH","870 7 AVENUE","2706","10019","0","0","1","0","0","0","4","RH","$100","01/04/2016","40.764521","-73.980773","105","4","1024878","1010277501","137","MN0502"
"1","MURRAY HILL","13  CONDOS - ELEVATOR APARTMENTS","2","869","1182",,"R4","445 5TH AVENUE","PH33A","10016","1","0","1","0","0","0","2","R4","$2,135,809","01/04/2016","40.751512","-73.981864","105","4","1017603","1008697501","82","MN0502"
"1","TRIBECA","13  CONDOS - ELEVATOR APARTMENTS","2","215","1133",,"R4","415 GREENWICH STREET","5B","10013","1","0","1","0","0","1913","2","R4","$10","01/04/2016","40.721562","-74.009885","101","1","1002807","1002157504","39","MN0102"
"1","TRIBECA","13  CONDOS - ELEVATOR APARTMENTS","2","215","1133",,"R4","415 GREENWICH STREET","5B","10013","1","0","1","0","0","1913","2","R4","$10","01/04/2016","40.721562","-74.009885","101","1","1002807","1002157504","39","MN0102"
"1","TRIBECA","13  CONDOS - ELEVATOR APARTMENTS","2","215","1133",,"R4","415 GREENWICH STREET","5B","10013","1","0","1","0","0","1913","2","R4","$10","01/04/2016","40.721562","-74.009885","101","1","1002807","1002157504","39","MN0102"
"1","UPPER EAST SIDE (59-79)","10  COOPS - ELEVATOR APARTMENTS","2","1421","37",,"D4","220 EAST 67TH STREET, 1J",,"10065","0","0","0","0","0","1964","2","D4","$529,000","01/04/2016","40.766276","-73.962279","108","4","1043874","1014210037","118","MN0801"
"1","UPPER EAST SIDE (59-79)","10  COOPS - ELEVATOR APARTMENTS","2","1460","17",,"D4","435 EAST 65TH STREET, 8H",,"10065","0","0","0","0","0","1963","2","D4","$600,000","01/04/2016","40.762885","-73.958075","108","5","1045397","1014600017","116","MN0801"
"1","UPPER EAST SIDE (59-79)","13  CONDOS - ELEVATOR APARTMENTS","2","1375","1211",,"R4","530 PARK AVENUE","3A","10065","1","0","1","0","0","1941","2","R4","$5,850,000","01/04/2016","40.763932","-73.96907","108","4","1040806","1013757503","11401","MN0802"
"1","UPPER EAST SIDE (59-79)","13  CONDOS - ELEVATOR APARTMENTS","2","1423","1413",,"R4","205 EAST 68TH STREET","T6G","10065","1","0","1","0","0","1991","2","R4","$0","01/04/2016","40.767039","-73.962101","108","4","1084294","1014237501","118","MN0801"
"1","UPPER EAST SIDE (79-96)","09  COOPS - WALKUP APARTMENTS","2","1580","14",,"C6","521 EAST 83RD STREET, 5E",,"10028","0","0","0","0","0","1925","2","C6","$379,000","01/04/2016","40.773695","-73.947854","108","5","1051191","1015800014","13604","MN0803"
"1","UPPER EAST SIDE (79-96)","10  COOPS - ELEVATOR APARTMENTS","2","1547","49",,"D4","1632 2ND AVENUE, 1205",,"10028","0","0","0","0","0","1987","2","D4","$575,000","01/04/2016","40.77695","-73.952408","108","5","1078565","1015470049","14601","MN0803"
"1","UPPER WEST SIDE (59-79)","13  CONDOS - ELEVATOR APARTMENTS","2","1139","1046",,"R4","1991 BROADWAY","16A","10023","1","0","1","0","0","1985","2","R4","$1,665,000","01/04/2016","40.775114","-73.982193","107","6","1028857","1011397501","15302","MN0701"
"1","UPPER WEST SIDE (79-96)","09  COOPS - WALKUP APARTMENTS","2C","1211","148",,"C6","136 WEST 81ST STREET, 2R",,"10024","0","0","0","0","0","1900","2","C6","$615,000","01/04/2016","40.783731","-73.975694","107","6","1032007","1012110148","165","MN0702"
"1","UPPER WEST SIDE (79-96)","10  COOPS - ELEVATOR APARTMENTS","2","1215","56",,"D4","160 WEST 85TH STREET, 6D",,"10024","0","0","0","0","0","1950","2","D4","$835,000","01/04/2016","40.786492","-73.974321","107","6","1032133","1012150056","169","MN0702"
"1","UPPER WEST SIDE (79-96)","10  COOPS - ELEVATOR APARTMENTS","2","1217","29",,"D4","107 WEST 86TH STREET, 5C",,"10024","0","0","0","0","0","1929","2","D4","$0","01/04/2016","40.786626","-73.972483","107","6","1032199","1012170029","173","MN0702"
"1","UPPER WEST SIDE (79-96)","10  COOPS - ELEVATOR APARTMENTS","2","1252","34",,"D4","210 RIVERSIDE DRIVE, 10D",,"10025","0","0","0","0","0","1910","2","D4","$1,055,000","01/04/2016","40.79423","-73.976518","107","6","1034130","1012520034","179","MN0702"
"1","UPPER WEST SIDE (96-116)","10  COOPS - ELEVATOR APARTMENTS","2","1890","1",,"D4","300 RIVERSIDE DRIVE, 3G",,"10025","0","0","0","0","0","1923","2","D4","$965,000","01/04/2016","40.799781","-73.971477","107","6","1057175","1018900001","191","MN0703"
"1","UPPER WEST SIDE (96-116)","10  COOPS - ELEVATOR APARTMENTS","2","1892","49",,"D4","300 WEST 108 ST, 15B",,"10025","0","0","0","0","0","1924","2","D4","$0","01/04/2016","40.803033","-73.967857","107","6","1057285","1018920049","195","MN0703"
"1","WASHINGTON HEIGHTS UPPER","10  COOPS - ELEVATOR APARTMENTS","2","2177","234",,"D4","340 HAVEN AVENUE, 3N",,"10033","0","0","0","0","0","1951","2","D4","$350,000","01/04/2016","40.850912","-73.941544","112","10","1079979","1021770234","265","MN1202"
"2","BAYCHESTER","01  ONE FAMILY DWELLINGS","1","4964","145",,"A1","3941 HARPER AVENUE",,"10466","1","0","1","3,900","2,284","1959","1","A1","$110,000","01/04/2016","40.89042","-73.83302","212","12","2067012","2049640145","456","BX1202"
"2","COUNTRY CLUB","01  ONE FAMILY DWELLINGS","1","5476","1",,"A5","3200 PHILIP AVENUE",,"10465","1","0","1","2,825","1,786","1956","1","A5","$420,000","01/04/2016","40.830607","-73.817983","210","13","2078100","2054760001","160","BX1002"
"2","HIGHBRIDGE/MORRIS HEIGHTS","10  COOPS - ELEVATOR APARTMENTS","2","2518","28",,"D4","132 WEST 169TH STREET, 6C",,"10452","0","0","0","0","0","1931","2","D4","$125,000","01/04/2016","40.840003","-73.924387","204","16","2003314","2025180028","211","BX0402"
"2","MELROSE/CONCOURSE","03  THREE FAMILY DWELLINGS","1","2452","39",,"C0","1162 SHERMAN AVENUE",,"10456","3","0","3","2,000","3,104","1992","1","C0","$0","01/04/2016","40.832584","-73.916586","204","16","2094058","2024520039","18101","BX0401"
"2","MORRISANIA/LONGWOOD","22  STORE BUILDINGS","4","2375","48",,"K2","2969-2979 THIRD AVENUE",,"10455","0","1","1","3,284","9,852","1928","4","K2","$0","01/04/2016","40.818678","-73.914317","201","17","2001382","2023750048","67","BX0102"
"2","PARKCHESTER","10  COOPS - ELEVATOR APARTMENTS","2","3931","1",,"D4","1332 METROPOLITAN AVENUE, 7C",,"10462","0","0","0","0","0","1962","2","D4","$110,000","01/04/2016","40.834131","-73.860919","209","18","2028895","2039310001","222","BX0904"
"2","PARKCHESTER","13  CONDOS - ELEVATOR APARTMENTS","2","3944","4396",,"R4","1515 METROPOLITAN AVENUE","1B","10462","1","0","1","0","0","0","2","R4","$128,000","01/04/2016","40.839365","-73.858638","209","18","2096775","2039447501","21001","BX0904"
"2","PELHAM PARKWAY SOUTH","10  COOPS - ELEVATOR APARTMENTS","2","4293","10",,"D4","2080 BARNES AVENUE, 6B",,"10462","0","0","0","0","0","1951","2","D4","$160,000","01/04/2016","40.853081","-73.863894","211","13","2048829","2042930010","228","BX1101"
"2","SCHUYLERVILLE/PELHAM BAY","01  ONE FAMILY DWELLINGS","1","5336","30",,"A2","1256 EDISON AVENUE",,"10461","1","0","1","7,008","1,512","1920","1","A2","$235,000","01/04/2016","40.836652","-73.829473","210","13","2073210","2053360030","184","BX1002"
"2","SOUNDVIEW","03  THREE FAMILY DWELLINGS","1","3781","47",,"C0","1247 CROES AVENUE",,"10472","3","0","3","1,900","2,650","1960","1","C0","$0","01/04/2016","40.831044","-73.871025","209","18","2025477","2037810047","64","BX0901"
"2","SOUNDVIEW","04  TAX CLASS 1 CONDOS","1A","3432","1322",,"R3","102 ADMIRAL COURT",,"10473","1","0","1","0","0","2005","1","R3","$19,300","01/04/2016","40.806226","-73.852759","209","18","2123780","2034327502","4","BX0902"
"2","SOUNDVIEW","07  RENTALS - WALKUP APARTMENTS","2A","3873","49",,"C3","1345 ROSEDALE AVENUE",,"10472","4","0","4","3,383","3,869","1935","2","C3","$0","01/04/2016","40.833586","-73.869672","209","18","2027766","2038730049","76","BX0901"
"3","BAY RIDGE","01  ONE FAMILY DWELLINGS","1","5975","88",,"A3","8009 HARBOR VIEW TERRACE",,"11209","1","0","1","4,200","3,110","1925","1","A3","$2,350,000","01/04/2016","40.630015","-74.038199","310","43","3150655","3059750088","44","BK1001"
"3","BAY RIDGE","04  TAX CLASS 1 CONDOS","1A","5929","1011",,"R3","322 74TH STREET","3B","11209","1","0","1","0","0","0","1","R3","$699,000","01/04/2016","40.631948","-74.026675","310","43","3393900","3059297501","66","BK1001"
"3","BAY RIDGE","44  CONDO PARKING","4","5929","1017",,"RP","326 74TH   STREET","P8","11209","0","0","1","0","0","0","4","RP","$0","01/04/2016","40.631931","-74.026599","310","43","3393897","3059297501","66","BK1001"
"3","BEDFORD STUYVESANT","02  TWO FAMILY DWELLINGS","1","1680","70",,"B3","91 BAINBRIDGE STREET",,"11233","2","0","2","2,000","4,672","1899","1","B3","$10","01/04/2016","40.680687","-73.933578","303","36","3047466","3016800070","297","BK0302"
"3","BEDFORD STUYVESANT","15  CONDOS - 2-10 UNIT RESIDENTIAL","2C","1968","1001",,"R1","171 LEXINGTON AVENUE","1","11216","1","0","1","0","0","2005","2","R1","$983,176","01/04/2016","40.687151","-73.955577","303","36","3421432","3019687501","233","BK0301"
"3","BENSONHURST","10  COOPS - ELEVATOR APARTMENTS","2","6329","67",,"D4","2021 84TH STREET, 3-G",,"11214","0","0","0","0","0","1963","2","D4","$265,000","01/04/2016","40.605384","-73.996391","311","47","3165243","3063290067","288","BK1101"
"3","BOROUGH PARK","02  TWO FAMILY DWELLINGS","1","6582","79",,"B1","1463 DAHILL ROAD",,"11204","2","0","2","2,300","2,914","1930","1","B1","$0","01/04/2016","40.61226","-73.974694","311","44","3173484","3065820079","440","BK1204"
"3","BOROUGH PARK","03  THREE FAMILY DWELLINGS","1","5623","21",,"C0","1336 46TH STREET",,"11219","3","0","3","2,204","4,083","1925","1","C0","$1,400,000","01/04/2016","40.636155","-73.989483","312","44","3136987","3056230021","234","BK1202"
"3","BOROUGH PARK","05  TAX CLASS 1 VACANT LAND","1B","5500","24",,"V0","2040 57TH   STREET",,"11204","1","0","1","6,010","0","1925","1","V0","$1,550,000","01/04/2016","40.620501","-73.980163","312","44","3131247","3055000024","468","BK1204"
"3","BOROUGH PARK","13  CONDOS - ELEVATOR APARTMENTS","2","5468","1209",,"R4","5120 19TH   AVENUE","2B","11204","1","0","1","0","0","1931","2","R4","$0","01/04/2016","40.625458","-73.980154","312","44","3129736","3054687503","472","BK1202"
"3","BRIGHTON BEACH","02  TWO FAMILY DWELLINGS","1","8672","66",,"B3","248 OCEAN VIEW AVENUE",,"11235","2","0","2","2,000","1,496","1925","1","B3","$350,000","01/04/2016","40.578861","-73.965509","313","48","3244731","3086720066","362","BK1303"
"3","BROWNSVILLE","02  TWO FAMILY DWELLINGS","1","3627","57",,"B1","529 THATFORD AVENUE",,"11212","2","0","2","2,300","1,672","1930","1","B1","$0","01/04/2016","40.656995","-73.906505","316","42","3082901","3036270057","920","BK1602"
"3","BUSHWICK","02  TWO FAMILY DWELLINGS","1","3254","63",,"B2","71 STANHOPE STREET",,"11221","2","0","2","2,000","1,920","1901","1","B2","$0","01/04/2016","40.696335","-73.924734","304","34","3074085","3032540063","421","BK0401"
"3","CONEY ISLAND","01  ONE FAMILY DWELLINGS","1","7009","91",,"A5","2821 WEST 31ST   STREET",,"11224","1","0","1","2,380","1,280","1985","1","A5","$450,000","01/04/2016","40.576813","-73.997779","313","47","3188847","3070090091","328","BK1302"
"3","CROWN HEIGHTS","02  TWO FAMILY DWELLINGS","1","1374","67",,"B1","1555 STERLING PLACE",,"11213","2","0","2","2,379","3,360","1910","1","B1","$650,000","01/04/2016","40.671283","-73.927213","308","36","3036625","3013740067","347","BK0802"
"3","CROWN HEIGHTS","07  RENTALS - WALKUP APARTMENTS","2A","1383","54",,"C2","1259 LINCOLN PLACE",,"11213","6","0","6","3,793","7,308","1908","2","C2","$1,250,000","01/04/2016","40.669961","-73.934922","308","35","3037035","3013830054","35301","BK0802"
"3","CROWN HEIGHTS","13  CONDOS - ELEVATOR APARTMENTS","2","1181","1077",,"R4","255 EASTERN PARKWAY","F2","11238","1","0","1","0","0","0","2","R4","$1,050,000","01/04/2016","40.671186","-73.960332","308","35","3029652","3011817501","217","BK0802"
"3","DOWNTOWN-FULTON MALL","02  TWO FAMILY DWELLINGS","1","171","101",,"B1","353 STATE STREET",,"11217","2","0","2","1,351","26,696","2013","1","B1","$4,200,000","01/04/2016","40.687812","-73.985011","302","33","3397826","3001710101","41","BK0202"
"3","DYKER HEIGHTS","01  ONE FAMILY DWELLINGS","1","6220","17",,"A9","1126 BAY RIDGE PARKWAY",,"11228","1","0","1","2,000","1,344","1920","1","A9","$0","01/04/2016","40.622511","-74.011099","310","43","3159872","3062200017","202","BK1002"
"3","DYKER HEIGHTS","02  TWO FAMILY DWELLINGS","1","5751","64",,"B1","1039 66TH STREET",,"11219","2","0","2","1,950","2,985","1930","1","B1","$998,000","01/04/2016","40.628816","-74.007821","310","38","3142198","3057510064","212","BK1002"
"3","DYKER HEIGHTS","02  TWO FAMILY DWELLINGS","1","6220","3",,"B1","7517 11TH AVENUE",,"11228","2","0","2","3,000","3,350","1930","1","B1","$0","01/04/2016","40.622621","-74.012176","310","43","3159860","3062200003","202","BK1002"
"3","EAST NEW YORK","02  TWO FAMILY DWELLINGS","1","4316","25",,"B1","710 SHEPHERD AVENUE",,"11208","2","0","2","2,500","1,920","1930","1","B1","$646,000","01/04/2016","40.666869","-73.87849","305","42","3097127","3043160025","1120","BK0503"
"3","EAST NEW YORK","02  TWO FAMILY DWELLINGS","1","4316","38",,"B1","740 SHEPHERD AVENUE",,"11208","2","0","2","2,000","1,560","1910","1","B1","$595,000","01/04/2016","40.666391","-73.878138","305","42","3097137","3043160038","1120","BK0503"
"3","EAST NEW YORK","05  TAX CLASS 1 VACANT LAND","1B","4067","1",,"V0","1013 DUMONT AVENUE",,"11208","0","0","0","1,920","0","0","1","V0","$112,007","01/04/2016","40.668258","-73.881278","305","42","3000000","3040670001","1164","BK0502"
"3","FLATBUSH-CENTRAL","01  ONE FAMILY DWELLINGS","1","5244","61",,"A1","644 EAST 24TH STREET",,"11210","1","0","1","4,000","3,058","1920","1","A1","$0","01/04/2016","40.634599","-73.954185","314","45","3121491","3052440061","772","BK1401"
"3","FLATBUSH-EAST","01  ONE FAMILY DWELLINGS","1","7613","20",,"A9","1063 EAST 31ST STREET",,"11210","1","0","1","2,350","2,043","1925","1","A9","$0","01/04/2016","40.625471","-73.945596","318","45","3207932","3076130020","742","BK1801"
"3","FLATBUSH-EAST","02  TWO FAMILY DWELLINGS","1","4722","25",,"B1","514 EAST 51 STREET",,"11203","2","0","2","2,000","1,980","1940","1","B1","$460,000","01/04/2016","40.649078","-73.929094","317","45","3103775","3047220025","862","BK1703"
"3","FLATBUSH-EAST","03  THREE FAMILY DWELLINGS","1","7619","13",,"C0","1253 EAST 37TH   STREET",,"11210","3","0","3","3,000","3,540","1970","1","C0","$330,000","01/04/2016","40.626166","-73.940152","318","45","3208267","3076190013","740","BK1801"
"3","FLATLANDS","02  TWO FAMILY DWELLINGS","1","7802","64",,"B1","1218 EAST 55TH   STREET",,"11234","2","0","2","2,208","3,141","1965","1","B1","$565,000","01/04/2016","40.62719","-73.922931","318","46","3216637","3078020064","678","BK1801"
"3","FORT GREENE","10  COOPS - ELEVATOR APARTMENTS","2","2061","40",,"D4","122 ASHLAND PLACE, 15D",,"11201","0","0","0","0","0","1958","2","D4","$475,000","01/04/2016","40.692491","-73.979038","302","35","3058255","3020610040","3101","BK0203"
"3","GOWANUS","13  CONDOS - ELEVATOR APARTMENTS","2","444","1015",,"R4","376 PRESIDENT STREET","2D","11231","1","0","1","0","0","1938","2","R4","$999,999","01/04/2016","40.679778","-73.991207","306","39","3347155","3004447501","75","BK0601"
"3","MADISON","01  ONE FAMILY DWELLINGS","1","7336","57",,"A5","2071 HARING STREET",,"11229","1","0","1","1,080","1,830","1940","1","A5","$400,000","01/04/2016","40.601254","-73.941017","315","46","3199013","3073360057","566","BK1502"
"3","MADISON","05  TAX CLASS 1 VACANT LAND","1B","7336","59",,"V0","N/A HARING STREET",,"11229","0","0","0","164","0","0","1","V0","$0","01/04/2016",,,,,,,,
"3","MADISON","05  TAX CLASS 1 VACANT LAND","1B","7336","60",,"V0","N/A HARING STREET",,"11229","0","0","0","262","0","0","1","V0","$0","01/04/2016",,,,,,,,
"3","MADISON","05  TAX CLASS 1 VACANT LAND","1B","7336","61",,"V0","N/A HARING STREET",,"11229","0","0","0","6,220","0","0","1","V0","$0","01/04/2016",,,,,,,,
"3","MARINE PARK","01  ONE FAMILY DWELLINGS","1","6815","8",,"A5","1718 STUART STREET",,"11229","1","0","1","1,600","1,379","1950","1","A5","$560,000","01/04/2016","40.609926","-73.94285","315","46","3183729","3068150008","640","BK1802"
"3","MARINE PARK","01  ONE FAMILY DWELLINGS","1","8538","35",,"A1","2113 EAST 38TH   STREET",,"11234","1","0","1","2,000","1,536","1930","1","A1","$0","01/04/2016","40.608674","-73.927631","318","46","3241747","3085380035","660","BK1802"
"3","MIDWOOD","02  TWO FAMILY DWELLINGS","1","6777","74",,"B1","1615 EAST 14TH STREET",,"11229","2","0","2","1,600","2,250","1910","1","B1","$0","01/04/2016","40.609774","-73.95941","315","48","3182423","3067770074","554","BK1501"
"3","MIDWOOD","34  THEATRES","4","6733","35",,"J6","1262 EAST 14TH   STREET",,"11230","0","2","2","26,157","61,644","1934","4","J6","$0","01/04/2016","40.618742","-73.96113","314","44","3180645","3067330035","768","BK1403"
"3","OCEAN HILL","03  THREE FAMILY DWELLINGS","1","1507","8",,"C0","720 DECATUR ST",,"11233","3","0","3","1,800","2,268","1901","1","C0","$1,267,000","01/04/2016","40.683677","-73.913924","316","41","3040700","3015070008","373","BK1601"
"3","OCEAN HILL","03  THREE FAMILY DWELLINGS","1","1552","69",,"C0","1311 HERKIMER STREET",,"11233","3","0","3","2,000","2,922","1905","1","C0","$1,280,000","01/04/2016","40.67749","-73.910075","316","37","3042270","3015520069","369","BK1601"
"3","OCEAN PARKWAY-NORTH","01  ONE FAMILY DWELLINGS","1","6505","32",,"A9","973 EAST 2ND   STREET",,"11230","1","0","1","2,500","4,050","1920","1","A9","$0","01/04/2016","40.626621","-73.975164","312","44","3170415","3065050032","46201","BK1402"
"3","OCEAN PARKWAY-NORTH","02  TWO FAMILY DWELLINGS","1","5412","12",,"B2","508 AVENUE F",,"11218","2","0","2","3,750","3,500","1925","1","B2","$0","01/04/2016","40.633608","-73.973422","314","44","3127635","3054120012","484","BK1203"
"3","OCEAN PARKWAY-NORTH","02  TWO FAMILY DWELLINGS","1","5421","24",,"B3","280 WEBSTER AVE",,"11230","2","0","2","4,466","2,088","1910","1","B3","$700,000","01/04/2016","40.63293","-73.970601","314","40","3127835","3054210024","482","BK1402"
"3","OCEAN PARKWAY-NORTH","02  TWO FAMILY DWELLINGS","1","6664","11",,"B3","1710 EAST 8TH   STREET",,"11223","2","0","2","1,972","1,408","1920","1","B3","$705,000","01/04/2016","40.607179","-73.96476","315","44","3177490","3066640011","418","BK1501"
"3","OCEAN PARKWAY-NORTH","03  THREE FAMILY DWELLINGS","1","5420","43",,"C0","208 WEBSTER AVE",,"11230","3","0","3","5,984","7,200","1901","1","C0","$0","01/04/2016","40.631627","-73.973322","314","44","3127818","3054200043","480","BK1402"
"3","OCEAN PARKWAY-SOUTH","03  THREE FAMILY DWELLINGS","1","7104","180",,"C0","2020 EAST 2ND   STREET",,"11223","3","0","3","3,400","2,860","2001","1","C0","$0","01/04/2016","40.600382","-73.970208","315","47","3191507","3071040180","41401","BK1501"
"3","OCEAN PARKWAY-SOUTH","05  TAX CLASS 1 VACANT LAND","1B","7104","178",,"V0","2016 EAST 2ND   STREET",,"11223","0","0","0","3,000","0","0","1","V0","$5,000,000","01/04/2016","40.600453","-73.970223","315","47","3000000","3071040180","41401","BK1501"
"3","PARK SLOPE","09  COOPS - WALKUP APARTMENTS","2C","1083","43",,"C6","90 PROSPECT PARK WEST, 1-R",,"11215","0","0","0","0","0","1908","2","C6","$1,900,000","01/04/2016","40.667243","-73.974659","306","39","3025557","3010830043","165","BK0602"
"3","PARK SLOPE SOUTH","03  THREE FAMILY DWELLINGS","1","1016","1",,"C0","461 FOURTH AVENUE",,"11215","3","0","3","2,000","2,781","1899","1","C0","$125,000","01/04/2016","40.669395","-73.989506","306","39","3022519","3010160001","139","BK0602"
"3","SEAGATE","03  THREE FAMILY DWELLINGS","1","7032","1",,"C0","3815-3817 BEACH 38TH STREET","4","11224","3","0","3","9,000","9,072","1928","1","C0","$0","01/04/2016","40.573591","-74.004363","313","47","3189348","3070320001","336","BK1302"
"3","SHEEPSHEAD BAY","10  COOPS - ELEVATOR APARTMENTS","2","7422","1042",,"D4","2427 EAST 29TH, 1K",,"11235","0","0","0","0","0","1955","2","D4","$155,000","01/04/2016",,,,,,,,
"3","SUNSET PARK","02  TWO FAMILY DWELLINGS","1","767","70",,"B9","627 48 STREET",,"11220","2","0","2","1,970","2,796","1920","1","B9","$1,200,000","01/04/2016","40.644459","-74.006205","307","38","3012389","3007670070","96","BK0703"
"3","WILLIAMSBURG-CENTRAL","02  TWO FAMILY DWELLINGS","1","2237","29",,"S2","104 HARRISON AVENUE",,"11206","2","1","3","2,300","5,290","1910","1","S2","$0","01/04/2016","40.703763","-73.951184","301","33","3061248","3022370029","509","BK0103"
"3","WILLIAMSBURG-CENTRAL","13  CONDOS - ELEVATOR APARTMENTS","2","2264","1503",,"R4","248 WALLABOUT STREET","1C","11206","1","0","1","0","0","2001","2","R4","$0","01/04/2016","40.700182","-73.953087","301","33","3345247","3022647507","53102","BK0103"
"3","WILLIAMSBURG-EAST","13  CONDOS - ELEVATOR APARTMENTS","2","2251","1204",,"R4","37 THROOP AVENUE","2L","11206","1","0","1","0","0","2006","2","R4","$307,000","01/04/2016","40.703158","-73.947307","301","33","3389461","3022517502","507","BK0103"
"3","WILLIAMSBURG-SOUTH","13  CONDOS - ELEVATOR APARTMENTS","2","2135","1511",,"R4","34 SOUTH 9TH STREET","4B","11249","1","0","1","0","0","2013","2","R4","$0","01/04/2016","40.709091","-73.967541","301","33","3395350","3021357503","547","BK0102"
